feature,target,correlation,t_stat,p_value,n_obs,abs_corr,abs_t_stat
sol_log_return_lag200ms,fwd_vol_1s,-0.0006186191276816242,-5.750013979707184,8.923636940494362e-09,86395467,0.0006186191276816242,5.750013979707184
sol_log_return_lag200ms,fwd_vol_5s,-0.0012014468880533866,-11.166293507016507,0.0,86379027,0.0012014468880533866,11.166293507016507
sol_log_return_lag200ms,fwd_vol_10s,-0.001363990620211933,-12.67547578920316,0.0,86358477,0.001363990620211933,12.67547578920316
sol_log_return_lag200ms,fwd_vol_30s,-0.0012852672686852716,-11.938217843328298,0.0,86276277,0.0012852672686852716,11.938217843328298
sol_log_return_lag200ms,fwd_vol_1m,-0.0010742134649845045,-9.970717645604426,0.0,86153150,0.0010742134649845045,9.970717645604426
sol_log_return_lag200ms,fwd_vol_5m,-0.0004934910181244996,-4.554473782832496,5.251694626284831e-06,85176112,0.0004934910181244996,4.554473782832496
sol_log_return_lag200ms,fwd_vol_15m,-0.0003640838104229436,-3.311999942600448,0.0009263160458459208,82751878,0.0003640838104229436,3.311999942600448
sol_log_return_lag500ms,fwd_return_100ms,-0.00026873974752922834,-2.4979675576858127,0.012490764288071832,86399207,0.00026873974752922834,2.4979675576858127
sol_log_return_lag500ms,fwd_return_500ms,0.00652269978517545,60.63003831836162,0.0,86397751,0.00652269978517545,60.63003831836162
sol_log_return_lag500ms,fwd_return_1s,0.007082853610024413,65.83635814502253,0.0,86395931,0.007082853610024413,65.83635814502253
sol_log_return_lag500ms,fwd_return_5s,0.0060521070481293375,56.25026803584394,0.0,86381371,0.0060521070481293375,56.25026803584394
sol_log_return_lag500ms,fwd_return_10s,0.004836517739713025,44.947148992311206,0.0,86363171,0.004836517739713025,44.947148992311206
sol_log_return_lag500ms,fwd_return_30s,0.0032115876901790985,29.833429974169178,0.0,86290371,0.0032115876901790985,29.833429974169178
sol_log_return_lag500ms,fwd_return_1m,0.0018484059096327686,17.159503456463856,0.0,86181344,0.0018484059096327686,17.159503456463856
sol_log_return_lag500ms,fwd_return_5m,0.00019060830880055667,1.7605804285565223,0.07830944717097221,85315527,0.00019060830880055667,1.7605804285565223
sol_log_return_lag500ms,fwd_return_15m,8.054283326930984e-06,0.07344887151109455,0.9414489289186763,83160379,8.054283326930984e-06,0.07344887151109455
sol_log_return_lag500ms,fwd_vol_1s,-0.00033601313658844625,-3.1232139754181096,0.0017888770206841986,86395461,0.00033601313658844625,3.1232139754181096
sol_log_return_lag500ms,fwd_vol_5s,-0.0011970066471884203,-11.125025292316188,0.0,86379021,0.0011970066471884203,11.125025292316188
sol_log_return_lag500ms,fwd_vol_10s,-0.001366323772376074,-12.697157219307522,0.0,86358471,0.001366323772376074,12.697157219307522
sol_log_return_lag500ms,fwd_vol_30s,-0.0012926244722451382,-12.006554998335167,0.0,86276271,0.0012926244722451382,12.006554998335167
sol_log_return_lag500ms,fwd_vol_1m,-0.0010880293563358232,-10.098954853994675,0.0,86153144,0.0010880293563358232,10.098954853994675
sol_log_return_lag500ms,fwd_vol_5m,-0.000505576263021158,-4.666009478152139,3.071060065584774e-06,85176106,0.000505576263021158,4.666009478152139
sol_log_return_lag500ms,fwd_vol_15m,-0.00037320852550359136,-3.3950055976309397,0.00068627229652507,82751872,0.00037320852550359136,3.3950055976309397
sol_log_return_lag1s,fwd_return_100ms,0.0061490103755099685,57.15684977615023,0.0,86399197,0.0061490103755099685,57.15684977615023
sol_log_return_lag1s,fwd_return_500ms,0.0036306688628954652,33.74742895205976,0.0,86397741,0.0036306688628954652,33.74742895205976
sol_log_return_lag1s,fwd_return_1s,0.006916213307692719,64.28732879669897,0.0,86395921,0.006916213307692719,64.28732879669897
sol_log_return_lag1s,fwd_return_5s,0.00439269068707714,40.82675189212647,0.0,86381361,0.00439269068707714,40.82675189212647
sol_log_return_lag1s,fwd_return_10s,0.0033216668231951752,30.86901163800536,0.0,86363161,0.0033216668231951752,30.86901163800536
sol_log_return_lag1s,fwd_return_30s,0.0024439582506538926,22.70263242686372,0.0,86290361,0.0024439582506538926,22.70263242686372
sol_log_return_lag1s,fwd_return_1m,0.0012508811740514975,11.612427009398752,0.0,86181334,0.0012508811740514975,11.612427009398752
sol_log_return_lag1s,fwd_return_5m,-5.159284458340592e-05,-0.4765445228812275,0.6336864972016363,85315517,5.159284458340592e-05,0.4765445228812275
sol_log_return_lag1s,fwd_return_15m,-0.00013354940777436636,-1.2178678587817753,0.22327419544474947,83160369,0.00013354940777436636,1.2178678587817753
sol_log_return_lag1s,fwd_vol_1s,-0.0003631809444095807,-3.3757363114727528,0.0007361847221811768,86395451,0.0003631809444095807,3.3757363114727528
sol_log_return_lag1s,fwd_vol_5s,-0.0012881391561842723,-11.97201495872703,0.0,86379011,0.0012881391561842723,11.97201495872703
sol_log_return_lag1s,fwd_vol_10s,-0.0014106398128293047,-13.1089833248294,0.0,86358461,0.0014106398128293047,13.1089833248294
sol_log_return_lag1s,fwd_vol_30s,-0.0013137762382490334,-12.203023012013789,0.0,86276261,0.0013137762382490334,12.203023012013789
sol_log_return_lag1s,fwd_vol_1m,-0.0010955150888693282,-10.168435996941238,0.0,86153134,0.0010955150888693282,10.168435996941238
sol_log_return_lag1s,fwd_vol_5m,-0.000502390755532901,-4.636609859162509,3.541705182241728e-06,85176096,0.000502390755532901,4.636609859162509
sol_log_return_lag1s,fwd_vol_15m,-0.00037930427025056386,-3.4504572051631484,0.0005596381658365956,82751862,0.00037930427025056386,3.4504572051631484
sol_log_return_lag2s,fwd_return_100ms,0.003591468890085266,33.38333399762757,0.0,86399177,0.003591468890085266,33.38333399762757
sol_log_return_lag2s,fwd_return_500ms,0.0006050504581883657,5.623967625926176,1.8662121403778542e-08,86397721,0.0006050504581883657,5.623967625926176
sol_log_return_lag2s,fwd_return_1s,0.0019510718905636302,18.135129562955314,0.0,86395901,0.0019510718905636302,18.135129562955314
sol_log_return_lag2s,fwd_return_5s,0.0017560314681641274,16.32085587672673,0.0,86381341,0.0017560314681641274,16.32085587672673
sol_log_return_lag2s,fwd_return_10s,0.0011381698457424631,10.577220698682648,0.0,86363141,0.0011381698457424631,10.577220698682648
sol_log_return_lag2s,fwd_return_30s,0.0012338780831965682,11.461822228116503,0.0,86290341,0.0012338780831965682,11.461822228116503
sol_log_return_lag2s,fwd_return_1m,0.0003584478189596488,3.3276107664030343,0.0008759419542094804,86181314,0.0003584478189596488,3.3276107664030343
sol_log_return_lag2s,fwd_return_5m,-0.0004285498379499631,-3.9583603937681477,7.546609092656809e-05,85315497,0.0004285498379499631,3.9583603937681477
sol_log_return_lag2s,fwd_return_15m,-0.00034511474084992583,-3.1471807192396306,0.0016485309525429148,83160349,0.00034511474084992583,3.1471807192396306
sol_log_return_lag2s,fwd_vol_1s,-0.0009536380946358106,-8.863988247513253,0.0,86395431,0.0009536380946358106,8.863988247513253
sol_log_return_lag2s,fwd_vol_5s,-0.0014020878278566355,-13.031058793235259,0.0,86378991,0.0014020878278566355,13.031058793235259
sol_log_return_lag2s,fwd_vol_10s,-0.0015121182546620829,-14.052016290430982,0.0,86358441,0.0015121182546620829,14.052016290430982
sol_log_return_lag2s,fwd_vol_30s,-0.001308303539970702,-12.152188306593805,0.0,86276241,0.001308303539970702,12.152188306593805
sol_log_return_lag2s,fwd_vol_1m,-0.0011142091579503589,-10.341951054689565,0.0,86153114,0.0011142091579503589,10.341951054689565
sol_log_return_lag2s,fwd_vol_5m,-0.0005000953423163467,-4.615424735170529,3.9229276431740345e-06,85176076,0.0005000953423163467,4.615424735170529
sol_log_return_lag2s,fwd_vol_15m,-0.00038492351109732555,-3.5015739310752756,0.0004625188705125183,82751842,0.00038492351109732555,3.5015739310752756
sol_log_return_lag5s,fwd_return_100ms,-1.2622292950797154e-05,-0.1173256320527793,0.9066020141313134,86399117,1.2622292950797154e-05,0.1173256320527793
sol_log_return_lag5s,fwd_return_500ms,-0.0014389288197956597,-13.374906300139962,0.0,86397661,0.0014389288197956597,13.374906300139962
sol_log_return_lag5s,fwd_return_1s,-0.00032078706265574377,-2.9816954352397578,0.0028665709745925305,86395841,0.00032078706265574377,2.9816954352397578
sol_log_return_lag5s,fwd_return_5s,0.0002093258450323659,1.94550646208916,0.05171405597133716,86381281,0.0002093258450323659,1.94550646208916
sol_log_return_lag5s,fwd_return_10s,-4.242932561117303e-05,-0.39430309684398746,0.693357278139831,86363081,4.242932561117303e-05,0.39430309684398746
sol_log_return_lag5s,fwd_return_30s,0.00039819913200878185,3.6989740116145993,0.00021647289676818282,86290281,0.00039819913200878185,3.6989740116145993
sol_log_return_lag5s,fwd_return_1m,-0.00021181673637467367,-1.9663765277830638,0.0492551359331288,86181254,0.00021181673637467367,1.9663765277830638
sol_log_return_lag5s,fwd_return_5m,-0.0006602123281481146,-6.0981419438797255,1.073088951031309e-09,85315437,0.0006602123281481146,6.0981419438797255
sol_log_return_lag5s,fwd_return_15m,-0.0004746102361348317,-4.328078600965,1.5041596864717732e-05,83160289,0.0004746102361348317,4.328078600965
sol_log_return_lag5s,fwd_vol_1s,-0.0007965935904857741,-7.4042688117799855,1.318944953254686e-13,86395371,0.0007965935904857741,7.4042688117799855
sol_log_return_lag5s,fwd_vol_5s,-0.0012448660214213199,-11.569826784820359,0.0,86378931,0.0012448660214213199,11.569826784820359
sol_log_return_lag5s,fwd_vol_10s,-0.0012951959434318741,-12.036163558043732,0.0,86358381,0.0012951959434318741,12.036163558043732
sol_log_return_lag5s,fwd_vol_30s,-0.0011619701975444051,-10.792964135360057,0.0,86276181,0.0011619701975444051,10.792964135360057
sol_log_return_lag5s,fwd_vol_1m,-0.001028530957432355,-9.546692435347808,0.0,86153054,0.001028530957432355,9.546692435347808
sol_log_return_lag5s,fwd_vol_5m,-0.000475916343618867,-4.392272990317279,1.1217186332901363e-05,85176016,0.000475916343618867,4.392272990317279
sol_log_return_lag5s,fwd_vol_15m,-0.00036618792540387297,-3.331138739598524,0.0008649152112765179,82751782,0.00036618792540387297,3.331138739598524
sol_log_return_lag10s,fwd_return_100ms,0.002249428414540439,20.908730804284126,0.0,86399017,0.002249428414540439,20.908730804284126
sol_log_return_lag10s,fwd_return_500ms,0.000649923689886804,6.0410606424802165,1.531050397574063e-09,86397561,0.000649923689886804,6.0410606424802165
sol_log_return_lag10s,fwd_return_1s,1.552203187650457e-05,0.14427621253825465,0.8852823617483376,86395741,1.552203187650457e-05,0.14427621253825465
sol_log_return_lag10s,fwd_return_5s,-0.00028230445641142595,-2.62377938130457,0.0086960108122911,86381181,0.00028230445641142595,2.62377938130457
sol_log_return_lag10s,fwd_return_10s,9.415322313066877e-05,0.8749817622864347,0.38158383153976794,86362981,9.415322313066877e-05,0.8749817622864347
sol_log_return_lag10s,fwd_return_30s,0.0005658512451243852,5.256334929548647,1.4695490424543323e-07,86290181,0.0005658512451243852,5.256334929548647
sol_log_return_lag10s,fwd_return_1m,-0.00022999726702746404,-2.1351521815717356,0.03274858423632798,86181154,0.00022999726702746404,2.1351521815717356
sol_log_return_lag10s,fwd_return_5m,-0.0006685856948580732,-6.175480111928351,6.596301282968398e-10,85315337,0.0006685856948580732,6.175480111928351
sol_log_return_lag10s,fwd_return_15m,-0.0005109455772187632,-4.6594261156578,3.170926744289204e-06,83160189,0.0005109455772187632,4.6594261156578
sol_log_return_lag10s,fwd_vol_1s,-0.0006678195588811461,-6.207321101833599,5.389564350366527e-10,86395271,0.0006678195588811461,6.207321101833599
sol_log_return_lag10s,fwd_vol_5s,-0.0010331716207276351,-9.60232401199822,0.0,86378831,0.0010331716207276351,9.60232401199822
sol_log_return_lag10s,fwd_vol_10s,-0.0011820241668611925,-10.98445840766678,0.0,86358281,0.0011820241668611925,10.98445840766678
sol_log_return_lag10s,fwd_vol_30s,-0.001006422995258451,-9.348156423335428,0.0,86276081,0.001006422995258451,9.348156423335428
sol_log_return_lag10s,fwd_vol_1m,-0.0008570664603353502,-7.9551750611255425,1.7763568394002505e-15,86152954,0.0008570664603353502,7.9551750611255425
sol_log_return_lag10s,fwd_vol_5m,-0.000421741084574221,-3.8922824716589983,9.930560204551853e-05,85175916,0.000421741084574221,3.8922824716589983
sol_log_return_lag10s,fwd_vol_15m,-0.0003237687958641201,-2.945258530697801,0.0032268500144276846,82751682,0.0003237687958641201,2.945258530697801
sol_log_return_lag30s,fwd_return_100ms,0.0015756507367536137,14.645826543110259,0.0,86398617,0.0015756507367536137,14.645826543110259
sol_log_return_lag30s,fwd_return_500ms,0.0009708084950094045,9.023676211137776,0.0,86397161,0.0009708084950094045,9.023676211137776
sol_log_return_lag30s,fwd_return_1s,0.0007865209550271522,7.310643205197545,2.657873920952625e-13,86395341,0.0007865209550271522,7.310643205197545
sol_log_return_lag30s,fwd_return_5s,-0.0002583915466544675,-2.4015236845686343,0.016326954201615118,86380781,0.0002583915466544675,2.4015236845686343
sol_log_return_lag30s,fwd_return_10s,0.0002743603395883522,2.5496710307879615,0.010782462603727394,86362581,0.0002743603395883522,2.5496710307879615
sol_log_return_lag30s,fwd_return_30s,-0.0004621855874215654,-4.293348309821118,1.759987648330963e-05,86289781,0.0004621855874215654,4.293348309821118
sol_log_return_lag30s,fwd_return_1m,-0.0004872202395226442,-4.5230408714464065,6.095754459645164e-06,86180754,0.0004872202395226442,4.5230408714464065
sol_log_return_lag30s,fwd_return_5m,-0.0008593445803816591,-7.937432312768081,1.9984014443252818e-15,85314937,0.0008593445803816591,7.937432312768081
sol_log_return_lag30s,fwd_return_15m,-0.0005853965512540286,-5.338348482412227,9.379728993508252e-08,83159790,0.0005853965512540286,5.338348482412227
sol_log_return_lag30s,fwd_vol_1s,-0.00041813387551783445,-3.886506218753328,0.00010169739839049896,86394871,0.00041813387551783445,3.886506218753328
sol_log_return_lag30s,fwd_vol_5s,-0.0005082259424679099,-4.7234523279242575,2.3187469566643415e-06,86378431,0.0005082259424679099,4.7234523279242575
sol_log_return_lag30s,fwd_vol_10s,-0.0006147594394231519,-5.71289538905904,1.1107032626966884e-08,86357881,0.0006147594394231519,5.71289538905904
sol_log_return_lag30s,fwd_vol_30s,-0.0006385303821202444,-5.930971647023754,3.011483507009416e-09,86275681,0.0006385303821202444,5.930971647023754
sol_log_return_lag30s,fwd_vol_1m,-0.0005548486972451723,-5.150017571403179,2.6046262746604043e-07,86152554,0.0005548486972451723,5.150017571403179
sol_log_return_lag30s,fwd_vol_5m,-0.00041837902536670296,-3.861244684169969,0.00011281094021375893,85175516,0.00041837902536670296,3.861244684169969
sol_log_return_lag30s,fwd_vol_15m,-0.0003564600481719133,-3.2426363867200223,0.0011842929658367751,82751283,0.0003564600481719133,3.2426363867200223
sol_log_return_lag1m,fwd_return_100ms,0.0006544454204777202,6.083106338057291,1.1787659737194645e-09,86398017,0.0006544454204777202,6.083106338057291
sol_log_return_lag1m,fwd_return_500ms,-1.852458257355012e-05,-0.1721855306899002,0.8632916732317308,86396561,1.852458257355012e-05,0.1721855306899002
sol_log_return_lag1m,fwd_return_1s,-0.00031187361045909744,-2.8988269990495183,0.003745615970918603,86394741,0.00031187361045909744,2.8988269990495183
sol_log_return_lag1m,fwd_return_5s,-0.0007151482278795608,-6.64665638882151,2.998268300302698e-11,86380181,0.0007151482278795608,6.64665638882151
sol_log_return_lag1m,fwd_return_10s,-0.00040944159460917426,-3.804987980337294,0.0001418111745850048,86361981,0.00040944159460917426,3.804987980337294
sol_log_return_lag1m,fwd_return_30s,-0.0002144399596079708,-1.991975053284329,0.04637379825269683,86289181,0.0002144399596079708,1.991975053284329
sol_log_return_lag1m,fwd_return_1m,-0.00023281628245909144,-2.1613096368823435,0.030671431751793543,86180154,0.00023281628245909144,2.1613096368823435
sol_log_return_lag1m,fwd_return_5m,-0.0005726096797282928,-5.2889536549087754,1.2301835505823533e-07,85314337,0.0005726096797282928,5.2889536549087754
sol_log_return_lag1m,fwd_return_15m,-0.0005024040334673269,-4.581506343713979,4.616392672573966e-06,83159190,0.0005024040334673269,4.581506343713979
sol_log_return_lag1m,fwd_vol_1s,-0.0004348012070816237,-4.041413141289354,5.313010621299519e-05,86394271,0.0004348012070816237,4.041413141289354
sol_log_return_lag1m,fwd_vol_5s,-0.0006346090856726285,-5.898037306397365,3.6785217094603695e-09,86377831,0.0006346090856726285,5.898037306397365
sol_log_return_lag1m,fwd_vol_10s,-0.00044596063458855317,-4.144250923171777,3.409266077736284e-05,86357281,0.00044596063458855317,4.144250923171777
sol_log_return_lag1m,fwd_vol_30s,-0.00043064799707749374,-4.0000475572926515,6.332980840317859e-05,86275081,0.00043064799707749374,4.0000475572926515
sol_log_return_lag1m,fwd_vol_1m,-0.00045627445126245807,-4.235052102304534,2.2849895610743687e-05,86151954,0.00045627445126245807,4.235052102304534
sol_log_return_lag1m,fwd_vol_5m,-0.00034202485824092924,-3.1565563659637177,0.0015964408458610801,85174916,0.00034202485824092924,3.1565563659637177
sol_log_return_lag1m,fwd_vol_15m,-0.00033864402558604715,-3.0805568741070366,0.002066139583207338,82750683,0.00033864402558604715,3.0805568741070366
sol_log_return_lag2m,fwd_return_100ms,0.0005349393457212344,4.972255887019244,6.617840140332731e-07,86396817,0.0005349393457212344,4.972255887019244
sol_log_return_lag2m,fwd_return_500ms,0.0008549446582897115,7.946636884159299,1.9984014443252818e-15,86395361,0.0008549446582897115,7.946636884159299
sol_log_return_lag2m,fwd_return_1s,0.0008282652437035052,7.698572762916929,1.3766765505351941e-14,86393541,0.0008282652437035052,7.698572762916929
sol_log_return_lag2m,fwd_return_5s,0.00010369710507835851,0.9637639290160269,0.3351642975822271,86378981,0.00010369710507835851,0.9637639290160269
sol_log_return_lag2m,fwd_return_10s,4.633568707969049e-05,0.4305998590170535,0.666759344797629,86360781,4.633568707969049e-05,0.4305998590170535
sol_log_return_lag2m,fwd_return_30s,-0.00014027835799028127,-1.3030642398733017,0.19255283436633608,86287981,0.00014027835799028127,1.3030642398733017
sol_log_return_lag2m,fwd_return_1m,-0.0003622866617056646,-3.3632021938818304,0.0007704394583618601,86178954,0.0003622866617056646,3.3632021938818304
sol_log_return_lag2m,fwd_return_5m,-0.0004255961958408135,-3.931024290019867,8.458479151940423e-05,85313137,0.0004255961958408135,3.931024290019867
sol_log_return_lag2m,fwd_return_15m,-0.0004057685817426659,-3.700244649360773,0.00021539185527696958,83157990,0.0004057685817426659,3.700244649360773
sol_log_return_lag2m,fwd_vol_1s,-0.0005243959675075116,-4.8741495940629775,1.0927835527585472e-06,86393071,0.0005243959675075116,4.8741495940629775
sol_log_return_lag2m,fwd_vol_5s,-0.0002793437265747014,-2.596193540024365,0.009426296835606918,86376631,0.0002793437265747014,2.596193540024365
sol_log_return_lag2m,fwd_vol_10s,-0.00019759703302193703,-1.8362291825330996,0.0663237718149754,86356081,0.00019759703302193703,1.8362291825330996
sol_log_return_lag2m,fwd_vol_30s,-0.00018248451007646396,-1.6949842836005424,0.09007840585397697,86273881,0.00018248451007646396,1.6949842836005424
sol_log_return_lag2m,fwd_vol_1m,-0.0002075729775110038,-1.926639060006236,0.054024630572328425,86150754,0.0002075729775110038,1.926639060006236
sol_log_return_lag2m,fwd_vol_5m,-0.00017965659842996892,-1.6580436975696207,0.0973086503975884,85173716,0.00017965659842996892,1.6580436975696207
sol_log_return_lag2m,fwd_vol_15m,-0.0002491270418105663,-2.266227597226796,0.023437454347811748,82749483,0.0002491270418105663,2.266227597226796
sol_log_return_lag5m,fwd_return_100ms,0.0002868842118616572,2.6665280092081596,0.007663923423310903,86393084,0.0002868842118616572,2.6665280092081596
sol_log_return_lag5m,fwd_return_500ms,0.00024510271525151895,2.2781586216351433,0.022717131040534744,86391628,0.00024510271525151895,2.2781586216351433
sol_log_return_lag5m,fwd_return_1s,0.0005029246102467321,4.674489540096274,2.9468609745730845e-06,86389808,0.0005029246102467321,4.674489540096274
sol_log_return_lag5m,fwd_return_5s,9.268964707221634e-05,0.8614416764073867,0.38899483297171744,86375248,9.268964707221634e-05,0.8614416764073867
sol_log_return_lag5m,fwd_return_10s,0.00017866510658484053,1.6603079168532358,0.09685252751742479,86357048,0.00017866510658484053,1.6603079168532358
sol_log_return_lag5m,fwd_return_30s,-9.17830742986375e-05,-0.8525666816956674,0.39389964823236356,86284248,9.17830742986375e-05,0.8525666816956674
sol_log_return_lag5m,fwd_return_1m,0.0002566505711134143,2.38250295082798,0.017195396325202505,86175221,0.0002566505711134143,2.38250295082798
sol_log_return_lag5m,fwd_return_5m,0.0002664539702487186,2.4610512484009295,0.01385305961666905,85309403,0.0002664539702487186,2.4610512484009295
sol_log_return_lag5m,fwd_return_15m,4.219153265245403e-05,0.3847401772613157,0.7004299260671392,83154257,4.219153265245403e-05,0.3847401772613157
sol_log_return_lag5m,fwd_vol_1s,0.00014549839946842682,1.3523474565189642,0.1762641932015505,86389338,0.00014549839946842682,1.3523474565189642
sol_log_return_lag5m,fwd_vol_5s,0.00012313622413335964,1.1443913754475084,0.2524613665240485,86372898,0.00012313622413335964,1.1443913754475084
sol_log_return_lag5m,fwd_vol_10s,0.0001363210026412678,1.2667760565653832,0.20523537918376888,86352348,0.0001363210026412678,1.2667760565653832
sol_log_return_lag5m,fwd_vol_30s,-0.0001842258333129442,-1.7111213241041248,0.08705872204565512,86270148,0.0001842258333129442,1.7111213241041248
sol_log_return_lag5m,fwd_vol_1m,-0.00019608749623508065,-1.8199943363604512,0.06875987086092628,86147021,0.00019608749623508065,1.8199943363604512
sol_log_return_lag5m,fwd_vol_5m,-0.00017068275789881984,-1.5751899437913508,0.11521261141784622,85169982,0.00017068275789881984,1.5751899437913508
sol_log_return_lag5m,fwd_vol_15m,-0.00015518274129115446,-1.4116150102013765,0.15806335404346394,82745750,0.00015518274129115446,1.4116150102013765
sol_momentum_100ms_lag0,fwd_return_100ms,-0.016050200433883364,-149.207765988825,0.0,86399266,0.016050200433883364,149.207765988825
sol_momentum_100ms_lag0,fwd_return_500ms,0.008215932795944462,76.37001897872706,0.0,86397810,0.008215932795944462,76.37001897872706
sol_momentum_100ms_lag0,fwd_return_1s,0.013073146253195073,121.52455031733851,0.0,86395990,0.013073146253195073,121.52455031733851
sol_momentum_100ms_lag0,fwd_return_5s,0.014032442744002073,130.43262390249316,0.0,86381430,0.014032442744002073,130.43262390249316
